40.732132,-74.00221904
40.84516818,-73.90570954
40.84516818,-73.90570954
40.69286759,-73.98815407
40.70656029,-73.90740964
40.70222166,-73.88968575
40.85546377,-73.92896757
40.67724965,-73.97143943
40.63516535,-73.91379225
40.88667103,-73.84911265
40.70361654,-73.89025329
40.68437434,-73.91453989
40.7684102,-73.96729198
40.66400304,-73.88929118
40.67598636,-73.98145509
40.7186293,-73.98297279
40.80203053,-73.95900041
40.67353229,-73.95208567
40.78566106,-73.98020399
40.70808518,-74.00104239
40.68228848,-73.80776932
40.59609235,-74.06198846
40.83548859,-73.94558345
40.84116811,-73.93625441
40.83698331,-73.92004656
40.78093954,-73.97708925
40.8234649,-73.92730355
40.7203449,-73.81285444
40.6465213,-73.96032118
40.78566106,-73.98020399
40.76839697,-73.98206475
40.66388772,-73.88924451
40.64938806,-74.00587406
40.69279234,-73.95205019
40.74536303,-73.88066061
40.66460128,-73.8950142
40.86924339,-73.86560333
40.69671891,-73.76144465
40.65608868,-73.89690532
40.67402232,-73.92847225
40.74988719,-73.98798513
40.55871352,-74.12075502
40.72406849,-73.9394727
40.69987813,-73.79260395
40.83688577,-73.90374449
40.83199546,-73.91521755
40.68780908,-73.98911411
40.72259476,-73.97865339
40.75712498,-73.8840289
40.56336486,-74.13874443
40.84576469,-73.9102917
40.84741821,-73.90493648
40.67402232,-73.92847225
40.68169396,-73.9920103
40.64344544,-73.94905159
40.81623902,-73.92044721
40.65807334,-73.9451515
40.59940551,-74.00366584
40.74273107,-73.9149847
40.84983815,-73.94047877
40.67274308,-73.79869424
40.74049526,-74.00213632
40.64656797,-73.96035359
40.79541,-73.9667442
40.70065656,-73.81278709
40.78849028,-73.9769422
40.84335572,-73.886376
40.82593232,-73.88923857
40.71729943,-73.94990781
40.83034303,-73.94724626
40.67123045,-73.91567786
40.74437944,-73.9504793
40.66388772,-73.88924451
40.67274646,-73.96506055
40.86127936,-73.90213296
40.67402232,-73.92847225
40.74421827,-73.86091142
40.85089843,-73.91925992
40.77151239,-73.94690295
40.84583731,-73.90839768
40.85387409,-73.9159813
40.70566899,-73.90835224
40.76842377,-73.91021537
40.76842377,-73.91021537
40.70761033,-74.00198738
40.82310359,-73.92457242
40.6806071,-73.94337714
40.81282043,-73.88605243
40.67502313,-73.94681394
40.78487756,-73.91629586
40.71931615,-73.98819988
40.78978323,-73.97787347
40.67799892,-73.87865765
40.65613824,-73.91018269
40.82222403,-73.90112454
40.73003757,-73.95592011
40.73697974,-73.87472888
40.81163988,-73.95920041
40.72273732,-73.74512409
40.68096479,-73.93465892
40.83990651,-73.91259452
40.65807334,-73.9451515
40.70250668,-73.93153614
40.72507524,-73.99822496
40.68255261,-73.86172148
40.77884157,-73.94850388
40.88469262,-73.89396143
40.7788224,-73.9486086
40.81142363,-73.88632575
40.67502313,-73.94681394
40.71484798,-73.99169971
40.67296899,-73.96573817
40.6155631,-73.98427055
40.84004406,-73.91301718
40.88469262,-73.89396143
40.68731643,-73.83581135
40.8234649,-73.92730355
40.88078075,-73.86681316
40.68468898,-73.84318051
40.76483746,-73.92307529
40.83649992,-73.91575027
40.83571003,-73.9245256
40.68858888,-73.81687755
40.83628558,-73.92749553
40.7219502,-73.98127635
40.87322642,-73.88648406
40.72354865,-73.98908663
40.68649087,-73.79979575
40.7980939,-73.95026959
40.81826801,-73.90666171
40.6724613,-73.90655213
40.69162834,-73.90356835
40.69320609,-73.95037306
40.79194414,-73.96940033
40.56239762,-74.17382576
40.72979898,-74.00036081
40.87168003,-73.87733881
40.65807334,-73.9451515
40.75057663,-73.89618884
40.67123527,-73.87816527
40.8835379,-73.89185129
40.69501142,-73.93273388
40.70165612,-73.92333574
40.65538602,-73.95083368
40.87462471,-73.88775086
40.66942383,-73.83818049
40.67661974,-73.80086008
40.85176216,-73.88858106
40.8547389,-73.88727473
40.66494446,-73.89511098
40.68199324,-73.94342283
40.87319038,-73.87805919
40.67402232,-73.92847225
40.60956469,-73.95817861
40.80573615,-73.94064464
40.85289575,-73.91808632
40.65093054,-73.93802185
40.67502313,-73.94681394
40.81276644,-73.88697372
40.83103252,-73.89568389
40.86118161,-73.90015921
40.68751137,-73.94579075
40.78019507,-73.94928276
40.82008848,-73.94661851
40.84853611,-73.9384775
40.71467172,-73.9541483
40.69411663,-73.91988251
40.81404016,-73.85741297
40.85727747,-73.90528027
40.67608016,-73.96131304
40.80767625,-73.9215628
40.72985344,-73.74588344
40.84885762,-73.85579494
40.65807334,-73.9451515
40.83649821,-73.860274
40.76419193,-73.88600566
40.59584826,-73.9965144
40.67915413,-73.98342993
40.75340997,-73.8774086
40.84612816,-73.78605774
40.67929417,-73.98377961
40.68467991,-73.98780939
40.80647047,-73.95621988
40.83288377,-73.88829828
40.67600558,-73.98150195
40.59584826,-73.9965144
40.88168887,-73.89889887
40.7412777,-73.85136896
40.83864678,-73.86917793
